,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state
1339,7.0%,"Boonville, CA",Anderson Valley Brewing Company,80,1327,Hop Ottin' IPA,12 oz.,American IPA,80.0,7.0,CA
1340,5.8%,"Boonville, CA",Anderson Valley Brewing Company,15,1326,Boont Amber Ale,12 oz.,American Amber / Red Ale,15.0,5.8,CA
1341,5.3%,"Miami, FL",Miami Brewing Company,16,1325,Big Rod Coconut Ale,12 oz.,American Blonde Ale,16.0,5.3,FL
1342,5.0%,"Saint Louis, MO",Schlafly Brewing Company,45,1324,Schlafly Yakima Wheat Ale,12 oz.,American Pale Wheat Ale,45.0,5.0,MO
1343,5.0%,"Saint Louis, MO",Schlafly Brewing Company,N/A,1323,Schlafly Black Lager,12 oz.,Schwarzbier,31.0,5.0,MO
1344,7.0%,"Boulder, CO",Asher Brewing Company,45,1322,Green Bullet Organic India Pale Ale,16 oz.,American IPA,45.0,7.0,CO
1345,5.5%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1321,Brewerhood Brown Ale,12 oz.,American Brown Ale,30.0256410256,5.5,NE
1346,8.0%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1320,Last Call Imperial Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,8.0,NE
1347,9.6%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1319,Pernicious Double IPA,12 oz.,American Double / Imperial IPA,93.5394736842,9.6,NE
1348,5.7%,"Nellysford, VA",Wild Wolf Brewing Company,20,1318,Wild Wolf Wee Heavy Scottish Style Ale,12 oz.,Scotch Ale / Wee Heavy,20.0,5.7,VA
1349,5.3%,"South Deerfield, MA",Berkshire Brewing Company,20,1317,Steel Rail Extra Pale Ale,12 oz.,American Pale Ale (APA),20.0,5.3,MA
1350,8.2%,"Denver, CO",Wynkoop Brewing Company,N/A,1316,Colorojo Imperial Red Ale,12 oz.,American Strong Ale,65.4166666667,8.2,CO
1351,9.9%,"Boulder, CO",Upslope Brewing Company,90,1315,Upslope Imperial India Pale Ale,19.2 oz.,American Double / Imperial IPA,90.0,9.9,CO
1352,5.4%,"Indianapolis, IN",Sun King Brewing Company,N/A,1314,Popcorn Pilsner,16 oz.,German Pilsener,34.1764705882,5.4,IN
1353,5.5%,"Boston, MA",Harpoon Brewery,30,1313,Harpoon Octoberfest,12 oz.,Märzen / Oktoberfest,30.0,5.5,MA
1354,4.0%,"Mt. Pleasant, SC",Westbrook Brewing Company,5,1312,Westbrook Gose,12 oz.,Gose,5.0,4.0,SC
1355,6.0%,"Portland, ME",D.L. Geary Brewing Company,N/A,1311,Geary's Summer Ale,12 oz.,Kölsch,21.7777777778,6.0,ME
1356,4.9%,"Boston, MA",Boston Beer Company,30,1310,Boston Lager,12 oz.,Vienna Lager,30.0,4.9,MA
1357,6.2%,"Ashburn, VA",Lost Rhino Brewing Company,65,1309,Face Plant IPA,12 oz.,American IPA,65.0,6.2,VA
1358,5.6%,"Ashburn, VA",Lost Rhino Brewing Company,55,1308,Rhino Chasers Pilsner,12 oz.,Czech Pilsener,55.0,5.6,VA
1359,6.0%,"Slippery Rock, PA",North Country Brewing Company,N/A,1307,Paleo IPA,12 oz.,English India Pale Ale (IPA),54.7142857143,6.0,PA
1360,6.1%,"Slippery Rock, PA",North Country Brewing Company,N/A,1306,Buck Snort Stout,12 oz.,American Stout,43.0,6.1,PA
1361,5.5%,"Slippery Rock, PA",North Country Brewing Company,N/A,1305,Station 33 Firehouse Red,12 oz.,Irish Red Ale,28.0,5.5,PA
1362,4.5%,"Slippery Rock, PA",North Country Brewing Company,N/A,1304,Slimy Pebble Pils,12 oz.,German Pilsener,34.1764705882,4.5,PA
1363,5.2%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1303,6-4-3 Double Play Pilsner,12 oz.,German Pilsener,34.1764705882,5.2,NE
1364,7.4%,"Santa Cruz, CA",Seabright Brewery,60,1302,Blur India Pale Ale,12 oz.,American IPA,60.0,7.4,CA
1365,4.5%,"Spearfish, SD",Crow Peak Brewing Company,N/A,1301,Easy Livin' Summer Ale,12 oz.,American Blonde Ale,20.9032258065,4.5,SD
1366,5.3%,"Asheville, NC",French Broad Brewery,32,1300,Gateway Kolsch Style Ale,12 oz.,Kölsch,32.0,5.3,NC
1367,6.5%,"Chandler, AZ",SanTan Brewing Company,N/A,1299,Supermonk I.P.A.,12 oz.,Belgian IPA,57.0,6.5,AZ
1368,5.0%,"Boise, ID",Sockeye Brewing Company,N/A,1298,Sockeye Belgian Style Summer Ale,16 oz.,Witbier,16.44,5.0,ID
1369,5.8%,"Durango, CO",Ska Brewing Company,15,1297,Estival Cream Stout,12 oz.,American Stout,15.0,5.8,CO
1370,5.9%,"Los Angeles, CA",Golden Road Brewing,60,1296,Point the Way IPA,12 oz.,American IPA,60.0,5.9,CA
1371,5.0%,"Chico, CA",Sierra Nevada Brewing Company,28,1295,Summerfest,12 oz.,Czech Pilsener,28.0,5.0,CA
1372,5.0%,"Cincinnati, OH",Angry Orchard Cider Company,N/A,1294,Angry Orchard Apple Ginger,16 oz.,Cider,0.0,5.0,OH
1373,5.0%,"Cincinnati, OH",Angry Orchard Cider Company,N/A,1293,Angry Orchard Crisp Apple,16 oz.,Cider,0.0,5.0,OH
1374,5.0%,"Cincinnati, OH",Angry Orchard Cider Company,N/A,1292,Angry Orchard Crisp Apple,12 oz.,Cider,0.0,5.0,OH
1375,8.6%,"Providence, RI",Narragansett Brewing Company,35,1291,Narragansett Bohemian Pilsner,16 oz.,German Pilsener,35.0,8.6,RI
1376,5.9%,"Blanco, TX",Real Ale Brewing Company,N/A,1290,The Sword Iron Swan Ale,12 oz.,English Pale Ale,31.4,5.9,TX
1377,7.0%,"Bozeman, MT",Bozeman Brewing Company,80,1289,Bozone HopZone IPA,12 oz.,American IPA,80.0,7.0,MT
1378,6.0%,"Bozeman, MT",Bozeman Brewing Company,25,1288,Bozone Hefe Weizen,12 oz.,Hefeweizen,25.0,6.0,MT
1379,5.5%,"Brooklyn, NY",Evil Twin Brewing,N/A,1287,Hipster Ale (Two Roads Brewing),12 oz.,American Pale Ale (APA),44.9411764706,5.5,NY
1380,2.7%,"Brooklyn, NY",Evil Twin Brewing,N/A,1286,Bikini Beer,12 oz.,American IPA,67.634551495,2.7,NY
1381,5.0%,"Stratford, CT",Two Roads Brewing Company,N/A,1285,No Limits Hefeweizen,16 oz.,Hefeweizen,17.5925925926,5.0,CT
1382,5.1%,"Warrenville, IL",Two Brothers Brewing Company,17,1284,Dog Days Lager,12 oz.,Dortmunder / Export Lager,17.0,5.1,IL
1383,4.8%,"Medford, OR",Southern Oregon Brewing Company,32,1283,Na Zdraví Pilsner,16 oz.,Czech Pilsener,32.0,4.8,OR
1384,5.5%,"Medford, OR",Southern Oregon Brewing Company,65,1282,Nice Rack IPA,16 oz.,American IPA,65.0,5.5,OR
1385,5.3%,"Boston, MA",Boston Beer Company,15,1281,Samuel Adams Octoberfest,12 oz.,Märzen / Oktoberfest,15.0,5.3,MA
1386,5.5%,"Rochester, MI",Rochester Mills Brewing Company,N/A,1280,Lazy Daze Lager,16 oz.,American Adjunct Lager,11.0,5.5,MI
1387,6.8%,"Brooklyn, NY",Brooklyn Brewery,47,1279,East India Pale Ale,16 oz.,English India Pale Ale (IPA),47.0,6.8,NY
1388,5.8%,"Traverse City, MI",The Right Brain Brewery,N/A,1278,Northern Hawk Owl Amber,12 oz.,American Amber / Red Ale,36.2987012987,5.8,MI
1389,5.9%,"Traverse City, MI",The Right Brain Brewery,N/A,1277,CEO Stout,16 oz.,American Stout,43.0,5.9,MI
1390,4.7%,"Traverse City, MI",The Right Brain Brewery,N/A,1276,Will Power Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,4.7,MI
1391,4.8%,"Davenport, IA",Great River Brewery,N/A,1275,Dirty Blonde Chocolate Ale,12 oz.,American Blonde Ale,20.9032258065,4.8,IA
1392,4.6%,"Kona, HI",Kona Brewing Company,18,1274,Longboard Island Lager,24 oz.,American Amber / Red Lager,18.0,4.6,HI
1393,4.8%,"Royal Oak, MI",MillKing It Productions,N/A,1273,SNO White Ale,16 oz.,Witbier,16.44,4.8,MI
1394,5.1%,"Milwaukee, WI",Milwaukee Brewing Company,24,1272,Louie's Demise Amber Ale,16 oz.,American Amber / Red Ale,24.0,5.1,WI
1395,5.0%,"Lahaina, HI",Maui Brewing Company,N/A,1271,Lemongrass Saison,12 oz.,Saison / Farmhouse Ale,28.3913043478,5.0,HI
1396,5.6%,"Richmond, VA",Hardywood Park Craft Brewery,55,1270,Capital Trail Pale Ale,12 oz.,American Pale Ale (APA),55.0,5.6,VA
1397,5.6%,"Aurora, IN",Great Crescent Brewery,33,1269,Great Crescent Coconut Porter,16 oz.,American Porter,33.0,5.6,IN
1398,5.2%,"Fort Collins, CO",Pateros Creek Brewing Company,23,1268,Rustic Red,16 oz.,Irish Red Ale,23.0,5.2,CO
1399,5.0%,"Grand Rapids, MI",Brewery Vivant,N/A,1267,Black Rabbit,16 oz.,American Black Ale,68.9,5.0,MI
1400,9.0%,"Grand Rapids, MI",Brewery Vivant,N/A,1266,Zaison,16 oz.,Saison / Farmhouse Ale,28.3913043478,9.0,MI
1401,8.5%,"Portland, OR",Natian Brewery,86,1265,Old Grogham Imperial India Pale Ale,16 oz.,American Double / Imperial IPA,86.0,8.5,OR
1402,5.5%,"O'Fallon, MO",O'Fallon Brewery,N/A,1264,O'Fallon Pumpkin Beer,12 oz.,Pumpkin Ale,24.8181818182,5.5,MO
1403,5.3%,"Washington, DC",DC Brau Brewing Company,11,1263,El Hefe Speaks,12 oz.,Hefeweizen,11.0,5.3,DC
1404,4.7%,"Albuquerque, NM",Marble Brewery,N/A,1262,Marble Pilsner,12 oz.,German Pilsener,34.1764705882,4.7,NM
1405,6.0%,"Duluth, MN",Bent Paddle Brewing Company,34,1261,Bent Paddle Black Ale,12 oz.,American Black Ale,34.0,6.0,MN
1406,7.0%,"Asheville, NC",French Broad Brewery,24,1260,Wee-Heavy-Er Scotch Ale,12 oz.,Scotch Ale / Wee Heavy,24.0,7.0,NC
1407,5.2%,"Asheville, NC",French Broad Brewery,42,1259,13 Rebels ESB,12 oz.,Extra Special / Strong Bitter (ESB),42.0,5.2,NC
1408,6.1%,"O'Fallon, MO",O'Fallon Brewery,66,1258,5 Day IPA,12 oz.,American IPA,66.0,6.1,MO
1409,5.3%,"Vadnais Heights, MN",Big Wood Brewery,43,1257,Jack Pine Savage,16 oz.,American Pale Ale (APA),43.0,5.3,MN
1410,9.9%,"Vadnais Heights, MN",Big Wood Brewery,85,1256,Forest Fire Imperial Smoked Rye,16 oz.,Rye Beer,85.0,9.9,MN
1411,9.8%,"Vadnais Heights, MN",Big Wood Brewery,76,1255,Bad Axe Imperial IPA,16 oz.,American Double / Imperial IPA,76.0,9.8,MN
1412,6.0%,"Stevens Point, WI",James Page Brewing Company,N/A,1254,JP's Ould Sod Irish Red IPA,12 oz.,American IPA,67.634551495,6.0,WI
1413,5.0%,"Duluth, MN",Bent Paddle Brewing Company,38,1253,Venture Pils,12 oz.,German Pilsener,38.0,5.0,MN
1414,6.5%,"Longmont, CO",Oskar Blues Brewery,65,1252,Dale's Pale Ale,12 oz.,American Pale Ale (APA),65.0,6.5,CO
1415,6.5%,"Lenoir, NC",Howard Brewing Company,N/A,1251,Trail Maker Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.5,NC
1416,5.5%,"Lenoir, NC",Howard Brewing Company,N/A,1250,Action Man Lager,12 oz.,Vienna Lager,24.3571428571,5.5,NC
1417,5.6%,"Erie, PA",Lavery Brewing Company,70,1249,Duluchan India Pale Ale,12 oz.,American IPA,70.0,5.6,PA
1418,5.0%,"Ashland, VA",Center of the Universe Brewing C...,40,1248,Main St. Virginia Ale,12 oz.,Altbier,40.0,5.0,VA
1419,5.2%,"Ashland, VA",Center of the Universe Brewing C...,42,1247,Ray Ray’s Pale Ale,12 oz.,American Pale Ale (APA),42.0,5.2,VA
1420,4.9%,"Leominster, MA",Downeast Cider House,N/A,1246,Cranberry Blend,12 oz.,Cider,0.0,4.9,MA
1421,6.5%,"Seattle, WA",Schilling & Company,N/A,1245,Schilling Hard Cider,12 oz.,Cider,0.0,6.5,WA
1422,4.8%,"Davenport, IA",Great River Brewery,20,1244,Dos Pistolas,12 oz.,Vienna Lager,20.0,4.8,IA
1423,5.2%,"Tampa, FL",Cigar City Brewing Company,N/A,1243,Tropical Heatwave,16 oz.,American Pale Wheat Ale,20.6885245902,5.2,FL
1424,7.3%,"Gainesville, FL",Swamp Head Brewery,50,1242,Big Nose,12 oz.,American IPA,50.0,7.3,FL
1425,5.0%,"Gainesville, FL",Swamp Head Brewery,10,1241,Cotton Mouth,12 oz.,Witbier,10.0,5.0,FL
1426,5.6%,"Gainesville, FL",Swamp Head Brewery,35,1240,Stump Knocker Pale Ale,12 oz.,American Pale Ale (APA),35.0,5.6,FL
1427,5.0%,"Gainesville, FL",Swamp Head Brewery,38,1239,Midnight Oil,12 oz.,Oatmeal Stout,38.0,5.0,FL
1428,5.9%,"Gainesville, FL",Swamp Head Brewery,18,1238,Wild Night,12 oz.,Cream Ale,18.0,5.9,FL
1429,3.7%,"Half Moon Bay, CA",Mavericks Beer Company,34,1237,Pit Stop Chocolate Porter,12 oz.,American Porter,34.0,3.7,CA
1430,3.7%,"Half Moon Bay, CA",Mavericks Beer Company,21,1236,Pace Setter Belgian Style Wit,12 oz.,Witbier,21.0,3.7,CA
1431,4.7%,"Houston, TX",Karbach Brewing Company,20,1235,Love Street Summer Seasonal (2014),12 oz.,Kölsch,20.0,4.7,TX
1432,8.0%,"Fort Worth, TX",Martin House Brewing Company,N/A,1234,The Imperial Texan,12 oz.,American Double / Imperial IPA,93.5394736842,8.0,TX
1433,5.0%,"Fort Worth, TX",Martin House Brewing Company,N/A,1233,Day Break 4-Grain Breakfast Beer,16 oz.,Rye Beer,52.0,5.0,TX
1434,5.0%,"Fort Worth, TX",Martin House Brewing Company,N/A,1232,River House Saison,12 oz.,Saison / Farmhouse Ale,28.3913043478,5.0,TX
1435,6.5%,"Fort Worth, TX",Martin House Brewing Company,N/A,1231,There Will Be Stout,12 oz.,American Stout,43.0,6.5,TX
1436,8.0%,"San Diego, CA",TailGate Beer,95,1229,Dodgy Knight Imperial IPA,12 oz.,American Double / Imperial IPA,95.0,8.0,CA
1437,4.8%,"Fuquay-Varina, NC",Aviator Brewing Company,23,1228,Mad Beach,12 oz.,American Pale Wheat Ale,23.0,4.8,NC
1438,6.3%,"Pacific, WA",Northwest Brewing Company,N/A,1227,Hoppy Bitch IPA,16 oz.,American IPA,67.634551495,6.3,WA
1439,6.3%,"Pacific, WA",Northwest Brewing Company,42,1226,Three Skulls Ale Pale Ale,16 oz.,American Pale Ale (APA),42.0,6.3,WA
1440,5.2%,"Stevens Point, WI",Stevens Point Brewery,7,1225,Point Nude Beach Summer Wheat,16 oz.,American Pale Wheat Ale,7.0,5.2,WI
1441,6.5%,"Aurora, CO",Dad & Dude's Breweria,N/A,1224,Dank IPA,16 oz.,American IPA,67.634551495,6.5,CO
1442,4.7%,"Grand Rapids, MI",Founders Brewing Company,42,1223,All Day IPA,12 oz.,American IPA,42.0,4.7,MI
1443,6.5%,"Kearney, NE",Thunderhead Brewing Company,N/A,1222,Cropduster Mid-American IPA,12 oz.,American IPA,67.634551495,6.5,NE
1444,5.7%,"Boonville, CA",Anderson Valley Brewing Company,13,1221,Barney Flats Oatmeal Stout,12 oz.,Oatmeal Stout,13.0,5.7,CA
1445,4.6%,"Kona, HI",Kona Brewing Company,18,1220,Longboard Island Lager,16 oz.,American Amber / Red Lager,18.0,4.6,HI
1446,5.0%,"Edwards, CO",Centennial Beer Company,N/A,1219,All American Blonde Ale,12 oz.,American Blonde Ale,20.9032258065,5.0,CO
1447,5.0%,"Edwards, CO",Centennial Beer Company,N/A,1218,All American Red Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.0,CO
1448,5.5%,"Boonville, CA",Anderson Valley Brewing Company,25,1217,El Steinber Dark Lager,16 oz.,Vienna Lager,25.0,5.5,CA
1449,5.8%,"Astoria, OR",Fort George Brewery,N/A,1214,Tender Loving Empire NWPA,16 oz.,American Pale Ale (APA),44.9411764706,5.8,OR
1450,5.9%,"Talkeetna, AK",Denali Brewing Company,55,1213,Chuli Stout,12 oz.,Irish Dry Stout,55.0,5.9,AK
1451,4.0%,"Salt Lake City, UT",Uinta Brewing Company,17,1212,SUM'R,12 oz.,American Blonde Ale,17.0,4.0,UT
1452,6.2%,"Pottstown, PA",Sly Fox Brewing Company,N/A,1211,360° India Pale Ale,12 oz.,American IPA,67.634551495,6.2,PA
1453,5.0%,"Bend, OR",Deschutes Brewery,40,1210,Mirror Pond Pale Ale,12 oz.,American Pale Ale (APA),40.0,5.0,OR
1454,4.7%,"Lewiston, ME",Baxter Brewing Company,N/A,1209,Summer Swelter,12 oz.,American Pale Wheat Ale,20.6885245902,4.7,ME
1455,5.5%,"Frankenmuth, MI",Frankenmuth Brewery,18,1208,Twisted Helles Summer Lager,12 oz.,Munich Helles Lager,18.0,5.5,MI
1456,4.5%,"Hardy, VA",Sunken City Brewing Company,N/A,1207,Dam Lager,12 oz.,American Amber / Red Lager,23.25,4.5,VA
1457,7.0%,"Hardy, VA",Sunken City Brewing Company,N/A,1206,Red Clay IPA,12 oz.,American IPA,67.634551495,7.0,VA
1458,6.5%,"Crozet, VA",Starr Hill Brewery,52,1205,Northern Lights India Pale Ale,16 oz.,American IPA,52.0,6.5,VA
1459,6.2%,"Menominie, WI",Lucette Brewing Company,N/A,1204,Hips Don't Lie,16 oz.,Hefeweizen,17.5925925926,6.2,WI
1460,7.0%,"Dallas, TX",Deep Ellum Brewing Company,N/A,1203,Double Brown Stout,12 oz.,Baltic Porter,54.0,7.0,TX
1461,4.8%,"Dallas, TX",Deep Ellum Brewing Company,25,1202,Farmhouse Wit,16 oz.,Saison / Farmhouse Ale,25.0,4.8,TX
1462,5.2%,"Lexington, VA",Devil's Backbone Brewing Company,26,1201,Striped Bass Pale Ale,12 oz.,American Pale Ale (APA),26.0,5.2,VA
1463,4.6%,"Sheridan, WY",The Black Tooth Brewing Company,20,1200,Bomber Mountain Amber Ale (2013),12 oz.,American Amber / Red Ale,20.0,4.6,WY
1464,7.0%,"Sheridan, WY",The Black Tooth Brewing Company,75,1199,Indian Paintbrush IPA,12 oz.,American IPA,75.0,7.0,WY
1465,4.8%,"Sheridan, WY",The Black Tooth Brewing Company,16,1198,Saddle Bronc Brown Ale (2013),12 oz.,English Brown Ale,16.0,4.8,WY
1466,5.9%,"Sheridan, WY",The Black Tooth Brewing Company,15,1197,Wagon Box Wheat Beer,12 oz.,American Pale Wheat Ale,15.0,5.9,WY
1467,5.6%,"Manhattan, KS",Tallgrass Brewing Company,20,1196,Wild Plum Farmhouse Ale,16 oz.,Saison / Farmhouse Ale,20.0,5.6,KS
1468,4.5%,"Nellysford, VA",Wild Wolf Brewing Company,25,1195,Wild Wolf American Pilsner,12 oz.,American Pilsner,25.0,4.5,VA
1469,5.1%,"Nellysford, VA",Wild Wolf Brewing Company,45,1194,Alpha Ale,12 oz.,American Pale Ale (APA),45.0,5.1,VA
1470,5.8%,"Soldotna, AK",Kenai River Brewing Company,N/A,1193,Skilak Scottish Ale,12 oz.,Scottish Ale,34.25,5.8,AK
1471,5.8%,"Durango, CO",Ska Brewing Company,N/A,1192,Vernal Minthe Stout,12 oz.,American Stout,43.0,5.8,CO
1472,6.8%,"Carlsbad, CA",Pizza Port Brewing Company,N/A,1191,Swami's India Pale Ale,16 oz.,American IPA,67.634551495,6.8,CA
1473,4.0%,"Ipswich, MA",Notch Brewing Company,N/A,1190,Notch Session Pils,12 oz.,Czech Pilsener,33.8125,4.0,MA
1474,6.0%,"Stratford, CT",Two Roads Brewing Company,N/A,1189,Honeyspot Road White IPA,12 oz.,American White IPA,48.8333333333,6.0,CT
1475,6.0%,"Jacksonville, FL",Bold City Brewery,N/A,1188,Duke's Cold Nose Brown Ale,12 oz.,American Brown Ale,30.0256410256,6.0,FL
1476,5.0%,"Soldotna, AK",Kenai River Brewing Company,15,1187,Peninsula Brewers Reserve (PBR),12 oz.,American Blonde Ale,15.0,5.0,AK
1477,4.0%,"Westerly, RI",Grey Sail Brewing of Rhode Island,20,1186,Hazy Day Belgian-Style Wit,16 oz.,Witbier,20.0,4.0,RI
1478,5.5%,"Westerly, RI",Grey Sail Brewing of Rhode Island,N/A,1185,Bring Back the Beach Blonde Ale,16 oz.,American Blonde Ale,20.9032258065,5.5,RI
1479,4.9%,"Eagle, CO",Bonfire Brewing Company,N/A,1184,Dirtbag Dunkel,16 oz.,Munich Dunkel Lager,20.3333333333,4.9,CO
1480,5.3%,"Eagle, CO",Bonfire Brewing Company,45,1183,Kindler Pale Ale,12 oz.,American Pale Ale (APA),45.0,5.3,CO
1481,5.1%,"Seven Points, TX",Cedar Creek Brewery,36,1182,Elliott's Phoned Home Pale Ale,16 oz.,American Pale Ale (APA),36.0,5.1,TX
1482,6.4%,"Boise, ID",Sockeye Brewing Company,N/A,1181,Sockeye Maibock,12 oz.,Maibock / Helles Bock,27.5,6.4,ID
1483,5.0%,"Denver, CO",River North Brewery,N/A,1180,River North White Ale,16 oz.,Witbier,16.44,5.0,CO
1484,5.0%,"Denver, CO",River North Brewery,N/A,1179,River North Ale,16 oz.,American Amber / Red Ale,36.2987012987,5.0,CO
1485,8.2%,"Grand Rapids, MI",Brewery Vivant,N/A,1178,Vivant Tripel,16 oz.,Tripel,23.5,8.2,MI
1486,6.2%,"Middleton, WI",Capital Brewery,70,1177,Mutiny IPA,12 oz.,American IPA,70.0,6.2,WI
1487,7.0%,"Denver, CO",Renegade Brewing Company,100,1176,Redacted Rye IPA,16 oz.,American IPA,100.0,7.0,CO
1488,8.0%,"Brevard, NC",Oskar Blues Brewery (North Carol...,35,1175,Old Chub,12 oz.,Scottish Ale,35.0,8.0,NC
1489,4.0%,"Seattle, WA",Fremont Brewing Company,N/A,1174,77 Fremont Select Spring Session IPA,12 oz.,American IPA,67.634551495,4.0,WA
1490,6.2%,"Seattle, WA",Two Beers Brewing Company,70,1173,Evolutionary IPA (2012),12 oz.,American IPA,70.0,6.2,WA
1491,5.2%,"South San Francisco, CA",Armstrong Brewing Company,10,1172,Mo's Gose,16 oz.,Gose,10.0,5.2,CA
1492,7.2%,"Stratford, CT",Two Roads Brewing Company,N/A,1171,Road 2 Ruin Double IPA,12 oz.,American Double / Imperial IPA,93.5394736842,7.2,CT
1493,4.8%,"Stratford, CT",Two Roads Brewing Company,N/A,1170,Workers Comp Saison,12 oz.,Saison / Farmhouse Ale,28.3913043478,4.8,CT
1494,5.0%,"Stratford, CT",Two Roads Brewing Company,N/A,1169,Ol' Factory Pils,12 oz.,German Pilsener,34.1764705882,5.0,CT
1495,6.0%,"Stillwater, MN",Lift Bridge Brewing Company,30,1168,Farm Girl Saison,16 oz.,Saison / Farmhouse Ale,30.0,6.0,MN
1496,5.3%,"Longmont, CO",Oskar Blues Brewery,35,1167,Mama's Little Yella Pils,19.2 oz.,Czech Pilsener,35.0,5.3,CO
1497,6.5%,"Brevard, NC",Oskar Blues Brewery (North Carol...,65,1166,Dale's Pale Ale,19.2 oz.,American Pale Ale (APA),65.0,6.5,NC
1498,5.5%,"Golden, CO",AC Golden Brewing Company,26,1165,Colorado Native,12 oz.,American Amber / Red Lager,26.0,5.5,CO
1499,5.0%,"San Diego, CA",TailGate Beer,N/A,1164,TailGate Saison,12 oz.,Saison / Farmhouse Ale,28.3913043478,5.0,CA
1501,5.0%,"Kent, WA",Airways Brewing Company,35,1162,Oatmeal PSA,16 oz.,American Pale Ale (APA),35.0,5.0,WA
1502,4.6%,"Dallas, TX",Deep Ellum Brewing Company,N/A,1161,Rye Pils Session Lager,12 oz.,German Pilsener,34.1764705882,4.6,TX
1503,9.9%,"Boise, ID",Sockeye Brewing Company,100,1160,Old Devil's Tooth,12 oz.,American Barleywine,100.0,9.9,ID
1504,5.6%,"Talkeetna, AK",Denali Brewing Company,46,1159,Mother Ale,12 oz.,American Blonde Ale,46.0,5.6,AK
1505,7.8%,"Alpine, TX",Big Bend Brewing Company,N/A,1158,La Frontera Premium IPA,12 oz.,American IPA,67.634551495,7.8,TX
1506,4.7%,"Alpine, TX",Big Bend Brewing Company,N/A,1157,Tejas Lager,12 oz.,Czech Pilsener,33.8125,4.7,TX
1507,6.4%,"Alpine, TX",Big Bend Brewing Company,N/A,1156,Number 22 Porter,12 oz.,American Porter,32.2368421053,6.4,TX
1508,5.6%,"Alpine, TX",Big Bend Brewing Company,N/A,1155,Big Bend Hefeweizen,12 oz.,Hefeweizen,17.5925925926,5.6,TX
1509,6.0%,"Alpine, TX",Big Bend Brewing Company,N/A,1154,Terlingua Gold,12 oz.,American Blonde Ale,20.9032258065,6.0,TX
1510,5.3%,"Flagstaff, AZ",Lumberyard Brewing Company,20,1153,Lumberyard Pilsner,12 oz.,American Pilsner,20.0,5.3,AZ
1511,4.3%,"Boise, ID",Sockeye Brewing Company,N/A,1152,Galena Golden,12 oz.,American Blonde Ale,20.9032258065,4.3,ID
1512,5.2%,"Boise, ID",Sockeye Brewing Company,32,1151,Hell-Diver Pale Ale,12 oz.,American Pale Ale (APA),32.0,5.2,ID
1513,4.6%,"Boise, ID",Sockeye Brewing Company,12,1150,Woolybugger Wheat,12 oz.,American Pale Wheat Ale,12.0,4.6,ID
1514,6.5%,"Lexington, KY",Alltech's Lexington Brewing Company,N/A,1149,Kentucky IPA,16 oz.,American IPA,67.634551495,6.5,KY
1515,6.5%,"Papillion, NE",Nebraska Brewing Company,65,1148,Nebraska India Pale Ale,12 oz.,American IPA,65.0,6.5,NE
1516,4.8%,"Papillion, NE",Nebraska Brewing Company,10,1147,EOS Hefeweizen,12 oz.,Hefeweizen,10.0,4.8,NE
1517,4.8%,"Papillion, NE",Nebraska Brewing Company,15,1146,Brunette Nut Brown Ale,12 oz.,English Brown Ale,15.0,4.8,NE
1518,5.7%,"Papillion, NE",Nebraska Brewing Company,29,1145,Cardinal Pale Ale,12 oz.,American Pale Ale (APA),29.0,5.7,NE
1519,5.3%,"Boston, MA",Boston Beer Company,7,1144,Samuel Adams Summer Ale,12 oz.,American Pale Wheat Ale,7.0,5.3,MA
1520,4.9%,"Boston, MA",Boston Beer Company,30,1143,Boston Lager,12 oz.,Vienna Lager,30.0,4.9,MA
1521,7.5%,"Tampa, FL",Cigar City Brewing Company,70,1142,Humidor Series India Pale Ale,12 oz.,American IPA,70.0,7.5,FL
1522,7.5%,"Tampa, FL",Cigar City Brewing Company,70,1141,Jai Alai IPA Aged on White Oak,12 oz.,American IPA,70.0,7.5,FL
1523,8.0%,"Tampa, FL",Cigar City Brewing Company,65,1140,José Martí American Porter,12 oz.,American Porter,65.0,8.0,FL
1524,5.0%,"Tampa, FL",Cigar City Brewing Company,N/A,1139,Invasion Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.0,FL
1525,5.5%,"Tampa, FL",Cigar City Brewing Company,25,1138,Maduro Brown Ale,12 oz.,English Brown Ale,25.0,5.5,FL
1526,5.2%,"Kent, WA",Airways Brewing Company,33,1137,Pre Flight Pilsner,16 oz.,American Pilsner,33.0,5.2,WA
1527,9.8%,"Grand Rapids, MI",Brewery Vivant,N/A,1136,Tart Side of the Moon,16 oz.,Belgian Dark Ale,29.6666666667,9.8,MI
1528,6.5%,"Utica, NY",Matt Brewing Company,60,1135,Our Legacy IPA,16 oz.,American IPA,60.0,6.5,NY
1529,5.7%,"Chicago, IL",Half Acre Beer Company,N/A,1134,Pony Pilsner,16 oz.,German Pilsener,34.1764705882,5.7,IL
